NAME,median_household_income,per_capita_income,population_below_poverty,poverty_universe,median_property_value,median_gross_rent,unemployed,labor_force,total_population,pop_white_alone,pop_black_alone,pop_aian_alone,pop_asian_alone,pop_nhpi_alone,pop_other_alone,pop_two_or_more_races,pop_hispanic_latino,education_universe,edu_high_school_diploma,edu_ged,edu_some_college_lt1yr,edu_some_college_gt1yr,edu_associates,edu_bachelors,edu_masters,edu_professional,edu_doctorate,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_white,pct_black,pct_asian,pct_hispanic,pct_bachelors_plus,pct_no_hs
Census Tract 8045.09; Cook County; Illinois,86881,25590,895,6451,257800,1463,69,3159,6609,1320,399,117,705,0,1422,2646,4223,3596,686,148,42,355,262,460,184,7,8,17,031,804509,17031804509,0.1387381801271121,0.02184235517568851,0.19972764412165228,0.060372219700408535,0.10667271901951884,0.638977152367983,0.1832591768631813,0.4015572858731924
Census Tract 8045.10; Cook County; Illinois,75515,27794,504,4578,267300,1262,120,2384,4587,710,124,143,458,0,1604,1548,3217,2892,763,0,147,263,266,318,161,8,0,17,031,804510,17031804510,0.11009174311926606,0.050335570469798654,0.15478526269893175,0.027032919119250053,0.09984739481142359,0.7013298452147373,0.16839557399723376,0.3340248962655602
Census Tract 8045.11; Cook County; Illinois,86964,30048,284,2189,284200,1452,33,1198,2189,325,51,28,354,0,393,1038,1516,1429,542,88,14,119,63,274,56,18,6,17,031,804511,17031804511,0.1297396071265418,0.027545909849749584,0.14846962083142987,0.023298309730470534,0.161717679305619,0.6925536774783005,0.24772568229531142,0.1742477256822953
Census Tract 8045.12; Cook County; Illinois,156106,60752,157,3739,331400,2085,32,2287,3739,1695,218,42,1226,0,165,393,611,2827,331,58,272,162,414,1012,292,30,79,17,031,804512,17031804512,0.041989836854774004,0.013992129427197202,0.45332976731746455,0.058304359454399574,0.3278951591334581,0.16341267718641347,0.4998231340643792,0.06261054120976295
Census Tract 8045.13; Cook County; Illinois,123385,55455,329,3747,362100,2100,178,2193,3747,2572,104,30,948,0,11,82,132,2695,277,25,72,486,289,860,380,84,47,17,031,804513,17031804513,0.08780357619428876,0.08116735066119471,0.6864157993061115,0.02775553776354417,0.2530024019215372,0.03522818254603683,0.5087198515769944,0.06493506493506496
Census Tract 8045.14; Cook County; Illinois,115995,45165,236,5353,384400,1236,29,2491,5353,2136,187,288,2040,0,396,306,968,3486,769,109,335,197,174,1277,440,39,33,17,031,804514,17031804514,0.0440874276106856,0.011641910879164994,0.39902858210349335,0.03493368204745003,0.3810947132449094,0.18083317765738838,0.5131956397016638,0.03241537578886977
Census Tract 8046.03; Cook County; Illinois,102414,46956,346,6204,232600,1647,85,3793,6258,2135,737,27,1543,0,611,1205,1485,4652,640,8,177,417,260,1752,553,83,66,17,031,804603,17031804603,0.05577047066408768,0.022409702082784075,0.34116331096196867,0.11776925535314797,0.24656439757110898,0.23729626078619367,0.5275150472914876,0.14961306964746346
Census Tract 8046.06; Cook County; Illinois,128958,58627,348,6862,418800,2169,151,3604,7047,4781,43,25,1385,0,64,749,685,4989,1026,28,298,540,230,1825,785,25,49,17,031,804606,17031804606,0.05071407752841737,0.04189789123196448,0.6784447282531574,0.006101887327940968,0.19653753370228466,0.09720448417766425,0.537983563840449,0.036680697534576034
Census Tract 8046.07; Cook County; Illinois,118025,54721,216,6765,412700,1661,71,3250,6774,4181,226,63,1512,0,14,778,686,4771,1058,9,182,337,363,1377,735,208,89,17,031,804607,17031804607,0.031929046563192905,0.021846153846153845,0.6172128727487453,0.03336285798641866,0.22320637732506643,0.10126956008266903,0.5049255921190526,0.08656466149654163
Census Tract 8046.08; Cook County; Illinois,118281,59291,184,3756,308700,2221,52,2177,3756,1653,95,0,1289,0,272,447,564,2678,408,42,69,250,182,848,586,88,35,17,031,804608,17031804608,0.04898828541001065,0.02388608176389527,0.44009584664536744,0.02529286474973376,0.3431842385516507,0.1501597444089457,0.5814040328603436,0.06348020911127705
Census Tract 8046.09; Cook County; Illinois,110392,68551,269,5697,420300,2204,117,3247,5697,2323,61,0,2531,0,163,619,395,4269,454,126,251,286,321,1229,1213,35,255,17,031,804609,17031804609,0.047217833947691766,0.03603326147212812,0.4077584693698438,0.010707389854309286,0.4442689134632263,0.06933473758118308,0.6399625204966034,0.023190442726633842
Census Tract 8046.10; Cook County; Illinois,71750,43538,249,2771,233800,1734,20,1446,2771,1936,20,35,607,0,130,43,263,2092,573,0,83,187,241,632,185,12,0,17,031,804610,17031804610,0.08985925658607001,0.013831258644536652,0.6986647419704078,0.007217610970768676,0.2190544929628293,0.09491158426560808,0.39627151051625237,0.08556405353728491
Census Tract 8046.11; Cook County; Illinois,79202,48996,334,4193,283900,1657,78,2346,4201,2935,206,0,701,0,51,308,267,3238,548,55,184,375,255,1077,550,36,49,17,031,804611,17031804611,0.07965657047460052,0.03324808184143223,0.6986431801951917,0.04903594382289931,0.1668650321352059,0.06355629611997143,0.5287214329833231,0.0336627547869055
Census Tract 8047.01; Cook County; Illinois,72232,32087,558,6163,208700,1791,86,3406,6360,2201,985,0,1654,0,340,1180,1653,4450,616,77,225,471,597,1471,290,58,39,17,031,804701,17031804701,0.09054032127210775,0.02524955960070464,0.3460691823899371,0.15487421383647798,0.260062893081761,0.2599056603773585,0.41752808988764045,0.13617977528089886
Census Tract 8047.05; Cook County; Illinois,80702,39438,108,4242,177400,1755,103,2511,4316,2357,145,0,1263,0,99,452,810,3010,654,57,107,409,289,779,294,39,66,17,031,804705,17031804705,0.02545968882602546,0.04101951413779371,0.5461075069508804,0.03359592215013902,0.29263206672845227,0.1876737720111214,0.39136212624584715,0.10498338870431889
Census Tract 8047.06; Cook County; Illinois,125956,45513,86,2206,379500,2266,64,1059,2206,1333,55,100,332,0,71,315,354,1555,364,23,88,119,141,494,214,31,16,17,031,804706,17031804706,0.038984587488667274,0.06043437204910293,0.6042611060743427,0.024932003626473256,0.15049864007252947,0.16047144152311876,0.4855305466237942,0.04180064308681675
Census Tract 8047.09; Cook County; Illinois,100710,42542,943,7782,334300,1500,146,4102,7952,3857,513,0,1831,3,586,1162,1541,5297,922,391,311,447,344,1807,548,60,70,17,031,804709,17031804709,0.12117707530197892,0.035592393954168695,0.4850352112676056,0.06451207243460765,0.23025653923541248,0.1937877263581489,0.46913347177647724,0.0749480838210308
Census Tract 8047.10; Cook County; Illinois,109375,52305,109,3742,322800,1830,26,2113,3742,2370,158,31,708,0,11,464,335,2722,558,50,201,360,366,771,254,66,0,17,031,804710,17031804710,0.029128808123997863,0.012304779933743492,0.6333511491181186,0.042223409941207914,0.18920363442009622,0.08952431854623197,0.40080822924320353,0.03526818515797203
Census Tract 8047.11; Cook County; Illinois,85376,34760,464,7595,282200,1751,93,3722,7595,2287,882,135,2234,0,441,1616,1535,4691,943,168,328,582,237,1395,718,0,14,17,031,804711,17031804711,0.06109282422646478,0.024986566362170875,0.3011191573403555,0.11612903225806452,0.29414088215931533,0.20210664911125742,0.4534214453208271,0.0652312939671712
Census Tract 8047.12; Cook County; Illinois,103750,46971,225,5408,406600,2086,150,2647,5441,2748,746,0,983,0,381,583,856,3379,683,61,245,514,323,856,489,56,26,17,031,804712,17031804712,0.041605029585798814,0.056667925953910084,0.505054217974637,0.1371071494210623,0.18066531887520676,0.15732402131961037,0.42231429416987276,0.037289138798461074
Census Tract 8047.13; Cook County; Illinois,75625,53536,278,4508,309100,1733,174,2869,4508,2365,108,0,1226,0,321,488,739,2966,376,79,121,265,413,1042,387,112,35,17,031,804713,17031804713,0.0616681455190772,0.06064830951551063,0.524622892635315,0.023957409050576754,0.271960958296362,0.16393078970718722,0.5313553607552259,0.045853000674308864
Census Tract 8047.14; Cook County; Illinois,102210,55905,104,3427,335600,1806,65,2033,3427,2177,155,0,569,0,145,381,513,2449,469,1,104,273,257,899,314,0,13,17,031,804714,17031804714,0.03034724248613948,0.031972454500737824,0.635249489349285,0.04522906332068865,0.16603443244820543,0.1496936095710534,0.5006124948958759,0.04859126173948547
Census Tract 8047.15; Cook County; Illinois,73864,26141,807,3968,212500,1550,85,2093,4027,653,30,0,1562,0,685,1097,1800,2471,598,59,55,211,72,625,171,12,17,17,031,804715,17031804715,0.20337701612903225,0.040611562350692784,0.16215545070772286,0.007449714427613608,0.3878817978644152,0.4469828656568165,0.3338729259409146,0.26345609065155806
Census Tract 8047.16; Cook County; Illinois,106713,46903,183,4511,367800,1571,107,2381,4511,1977,136,0,1797,0,342,259,573,3247,417,73,99,279,302,1032,663,21,52,17,031,804716,17031804716,0.04056750166260253,0.04493910121797564,0.43826202615827975,0.030148525825759255,0.39835956550653956,0.12702283307470627,0.5445026178010471,0.09516476747767166
Census Tract 8048.03; Cook County; Illinois,104844,50352,542,5142,376400,1739,88,2768,5142,2616,114,16,1263,10,233,890,1285,3528,589,81,236,646,329,788,704,29,38,17,031,804803,17031804803,0.10540645663166083,0.031791907514450865,0.5087514585764294,0.022170361726954493,0.2456242707117853,0.249902761571373,0.4418934240362812,0.024943310657596363
Census Tract 8048.04; Cook County; Illinois,83083,43167,531,6092,276700,1818,45,3236,6099,3172,265,56,1174,0,392,1040,1442,4320,1160,47,333,668,360,1028,426,27,0,17,031,804804,17031804804,0.0871634931057124,0.013906056860321385,0.5200852598786686,0.043449745859977046,0.19249057222495491,0.2364322020003279,0.34282407407407406,0.06273148148148144
Census Tract 8048.05; Cook County; Illinois,112460,45250,414,7137,337800,2109,184,3884,7198,4701,59,0,1021,0,668,749,1079,4979,1059,88,467,695,578,1257,554,15,126,17,031,804805,17031804805,0.058007566204287514,0.04737384140061792,0.653098082800778,0.00819672131147541,0.14184495693248125,0.14990275076410114,0.39204659570194816,0.028118096003213466
Census Tract 8048.06; Cook County; Illinois,93533,31545,579,3261,281900,1965,74,1663,3284,1380,576,6,604,0,329,389,855,2036,500,105,199,196,179,439,147,3,31,17,031,804806,17031804806,0.17755289788408463,0.04449789536981359,0.42021924482338613,0.1753958587088916,0.18392204628501826,0.26035322777101094,0.3045186640471513,0.11640471512770134
Census Tract 8048.07; Cook County; Illinois,107517,40782,129,5184,321200,1826,89,2789,5470,3289,41,0,652,0,141,1347,1345,3768,543,109,291,795,352,931,410,11,5,17,031,804807,17031804807,0.02488425925925926,0.031911079239870924,0.6012797074954296,0.007495429616087752,0.11919561243144425,0.24588665447897623,0.3601380042462845,0.08519108280254772
Census Tract 8048.08; Cook County; Illinois,147500,48155,187,2665,368900,2321,51,1385,2669,1796,3,43,325,4,313,185,534,1902,379,12,82,319,222,534,260,22,5,17,031,804808,17031804808,0.0701688555347092,0.0368231046931408,0.6729112026976396,0.0011240164855751218,0.12176845260397152,0.20007493443237168,0.4316508937960042,0.035226077812828605
Census Tract 8048.09; Cook County; Illinois,118194,53925,256,4629,376300,2927,58,2358,4629,3314,76,60,708,0,109,362,420,3065,519,45,178,332,268,1166,362,32,111,17,031,804809,17031804809,0.05530352127889393,0.024597116200169637,0.7159213653056816,0.016418232879671635,0.15294880103694103,0.09073233959818536,0.5451876019575856,0.016965742251223492
Census Tract 8048.10; Cook County; Illinois,97788,55142,292,6514,346600,1385,125,3782,6681,4321,554,10,899,0,262,635,778,5006,1030,264,344,637,324,1263,790,51,48,17,031,804810,17031804810,0.04482652747927541,0.03305129561078794,0.6467594671456369,0.08292171830564286,0.13456069450681035,0.11644963328842987,0.4298841390331602,0.050938873351977665
Census Tract 8049.01; Cook County; Illinois,115909,58591,336,6303,408200,1880,98,3334,6314,5286,73,23,374,0,118,440,421,4369,607,34,193,359,196,1434,1014,194,197,17,031,804901,17031804901,0.053307948595906714,0.029394121175764846,0.8371872030408616,0.011561609122584733,0.059233449477351915,0.06667722521381057,0.6498054474708171,0.03227283131151293
Census Tract 8049.02; Cook County; Illinois,131714,59199,63,5949,412000,1647,119,2863,5949,3980,209,2,842,0,355,561,801,4288,655,57,227,515,371,1529,628,20,64,17,031,804902,17031804902,0.01059001512859304,0.04156479217603912,0.6690200033619096,0.03513195495041183,0.14153639267103715,0.1346444780635401,0.5226212686567164,0.051772388059701524
Census Tract 8050.01; Cook County; Illinois,142609,69297,102,4807,453500,1431,53,2355,4807,4094,60,13,155,0,89,396,386,3387,451,39,328,352,222,1082,553,70,94,17,031,805001,17031805001,0.021219055543998337,0.022505307855626325,0.8516746411483254,0.01248179737882255,0.03224464322862492,0.08029956313709175,0.5311485090050192,0.05786832004723941
Census Tract 8050.02; Cook County; Illinois,75246,33799,602,7346,317300,1375,253,4013,7452,3891,276,116,1450,18,957,744,1651,5414,950,86,97,1013,438,1385,499,78,74,17,031,805002,17031805002,0.08194936019602504,0.0630451034139048,0.5221417069243156,0.037037037037037035,0.19457863660762212,0.22155126140633388,0.37606206132249725,0.14665681566309563
Census Tract 8051.05; Cook County; Illinois,84474,39841,662,7216,245200,1594,30,4306,7216,2585,238,273,1478,0,1392,1250,2955,5133,1331,65,172,449,279,1547,413,118,107,17,031,805105,17031805105,0.09174057649667405,0.006967022758941012,0.35823170731707316,0.032982261640798226,0.20482261640798227,0.40950665188470065,0.42567699201246834,0.1270212351451393
Census Tract 8051.06; Cook County; Illinois,89009,55644,95,2981,248700,1651,55,1593,3047,2355,18,0,267,0,101,306,333,2359,436,39,122,318,179,741,308,88,29,17,031,805106,17031805106,0.03186850050318685,0.03452605147520402,0.7728913685592386,0.00590744995077125,0.08762717426977355,0.10928782408926813,0.49427723611699875,0.04196693514200933
Census Tract 8051.07; Cook County; Illinois,76313,45179,857,6006,211900,1599,134,4202,6006,2572,388,70,1521,0,815,640,1464,4880,1198,116,245,374,329,1727,426,30,43,17,031,805107,17031805107,0.1426906426906427,0.0318895763921942,0.4282384282384282,0.06460206460206461,0.2532467532467532,0.24375624375624375,0.45614754098360655,0.08032786885245902
Census Tract 8051.08; Cook County; Illinois,79481,36869,767,6270,324000,1661,271,3713,6270,3087,119,0,1305,0,409,1350,2142,4454,1017,311,128,323,342,1145,542,96,22,17,031,805108,17031805108,0.12232854864433812,0.07298680312415837,0.49234449760765553,0.0189792663476874,0.20813397129186603,0.3416267942583732,0.4052537045352492,0.11854512797485406
Census Tract 8051.09; Cook County; Illinois,101585,49870,191,4563,423500,657,63,2033,4588,3050,46,40,314,0,105,1033,1063,3008,598,63,156,296,135,836,603,72,104,17,031,805109,17031805109,0.04185842647381109,0.030988686669945892,0.6647776809067132,0.01002615518744551,0.06843940714908457,0.23169136878814298,0.5369015957446809,0.048204787234042534
Census Tract 8051.10; Cook County; Illinois,107253,52960,309,4193,322000,2146,113,2218,4280,3291,138,6,112,0,476,257,578,3450,634,164,108,607,347,802,462,50,54,17,031,805110,17031805110,0.07369425232530408,0.0509467989179441,0.7689252336448598,0.032242990654205606,0.026168224299065422,0.13504672897196263,0.39652173913043476,0.06434782608695655
Census Tract 8051.11; Cook County; Illinois,55449,31778,693,7657,329900,1435,153,4372,7966,3383,623,0,1238,0,1464,1258,2688,5502,1128,111,179,655,613,1384,307,83,11,17,031,805111,17031805111,0.09050541987723651,0.03499542543458371,0.4246798895305046,0.07820738137082602,0.15541049460205875,0.3374340949033392,0.3244274809160305,0.18738640494365688
Census Tract 8051.12; Cook County; Illinois,104188,39643,171,3223,354300,1644,38,1732,3223,1532,150,0,957,0,206,378,400,2284,433,72,155,403,192,593,191,0,32,17,031,805112,17031805112,0.05305615885820664,0.021939953810623556,0.47533354017995655,0.046540490226497054,0.29692832764505117,0.12410797393732548,0.3572679509632224,0.09325744308231176
Census Tract 8052.01; Cook County; Illinois,125321,46497,548,3661,427500,-666666666,60,1869,3980,2487,57,9,1114,0,150,163,260,2990,652,45,62,309,229,942,263,108,73,17,031,805201,17031805201,0.1496858781753619,0.03210272873194221,0.6248743718592965,0.014321608040201005,0.2798994974874372,0.06532663316582915,0.4635451505016722,0.10267558528428089
Census Tract 8052.02; Cook County; Illinois,101953,61624,127,3790,493600,1756,81,2275,3884,2410,58,4,758,0,300,354,505,2930,422,15,95,488,250,752,577,51,139,17,031,805202,17031805202,0.03350923482849604,0.03560439560439561,0.6204943357363543,0.014933058702368692,0.19515962924819774,0.1300205973223481,0.5184300341296928,0.04812286689419798
Census Tract 8053.01; Cook County; Illinois,137614,46835,93,3123,419000,1274,67,1450,3135,1688,28,0,1082,0,39,298,261,2316,288,53,152,270,68,763,264,79,60,17,031,805301,17031805301,0.029779058597502402,0.046206896551724136,0.5384370015948964,0.008931419457735247,0.34513556618819774,0.08325358851674641,0.5034542314335061,0.13773747841105355
Census Tract 8053.02; Cook County; Illinois,112352,48541,62,3844,383200,1634,82,2058,3844,2417,39,4,1055,0,223,106,251,2882,430,81,188,268,227,940,498,75,45,17,031,805302,17031805302,0.016129032258064516,0.03984450923226433,0.6287721123829344,0.010145681581685745,0.2744536940686785,0.06529656607700313,0.5405968077723803,0.04510756419153361
Census Tract 8054.01; Cook County; Illinois,133616,55497,117,4330,397100,1449,192,2539,4330,3087,5,10,564,0,182,482,844,3317,530,122,147,231,242,1449,222,29,84,17,031,805401,17031805401,0.02702078521939954,0.07562032296179598,0.712933025404157,0.0011547344110854503,0.1302540415704388,0.19491916859122402,0.5378353934277962,0.07868555924027731
Census Tract 8054.02; Cook County; Illinois,99184,40662,176,4906,393400,1255,258,2558,4906,2735,4,82,1680,0,47,358,373,3594,480,56,414,604,143,1252,263,68,98,17,031,805402,17031805402,0.03587443946188341,0.10086004691164972,0.5574806359559723,0.0008153281695882593,0.3424378312270689,0.07602935181410518,0.46772398441847524,0.06010016694490816
Census Tract 8055.01; Cook County; Illinois,115733,82926,201,3472,536700,1454,100,1879,3661,2868,73,6,196,0,171,347,339,2805,532,29,58,353,140,848,566,154,42,17,031,805501,17031805501,0.05789170506912442,0.05321979776476849,0.7833925157060913,0.01993990712919967,0.05353728489483748,0.09259765091505054,0.5739750445632799,0.0295900178253119
